spec_file	spec_mjd	GMOS_r_fitflux	GMOS_r_fitfluxerr	GMOS_r_inrange	lascumbres_B_fitflux	lascumbres_B_fitfluxerr	lascumbres_B_inrange	lascumbres_I_fitflux	lascumbres_I_fitfluxerr	lascumbres_I_inrange	lascumbres_R_fitflux	lascumbres_R_fitfluxerr	lascumbres_R_inrange	lascumbres_V_fitflux	lascumbres_V_fitfluxerr	lascumbres_V_inrange	lascumbres_g'_fitflux	lascumbres_g'_fitfluxerr	lascumbres_g'_inrange	lascumbres_i'_fitflux	lascumbres_i'_fitfluxerr	lascumbres_i'_inrange	lascumbres_r'_fitflux	lascumbres_r'_fitfluxerr	lascumbres_r'_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVM2_fitflux	swift_UVM2_fitfluxerr	swift_UVM2_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-08_05-51-17_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.ascii	56239.24	0.0	0.0	False	9.755371799042518e-14	1.5026220597900943e-15	True	9.734790524572705e-15	9.669099626593517e-17	True	3.2788387206858406e-14	6.055054337394514e-16	True	5.688595363468265e-14	9.747950738189191e-16	True	6.461893167737041e-14	1.78217427678554e-15	True	1.3625485600413079e-14	5.103752244152744e-16	True	3.0710793606909593e-14	8.90021367772467e-16	True	8.945658787035856e-14	1.492537495109054e-15	True	7.211985075693362e-14	1.329719858362471e-15	True	1.6503766173904322e-15	7.386873638524893e-17	True	2.5064503128627582e-14	5.37904001731988e-16	True	6.432252880050509e-15	1.365175381553544e-16	True	5.327880725918157e-14	3.6200327429596533e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-09_00-00-00_Lijiang-2.4m_YFOSC_None.dat	56240.0	0.0	0.0	False	1.0010022752707508e-13	1.455384807428815e-15	True	9.694112915778233e-15	1.3638209779023135e-16	True	3.3812821099301874e-14	6.17674668680459e-16	True	5.876541475499828e-14	1.0003747736614743e-15	True	6.642143545992009e-14	1.8158753782466445e-15	True	1.3705743813214608e-14	5.443955558926009e-16	True	3.068643315599316e-14	8.107714795372533e-16	True	9.384834034396647e-14	1.5681874146005575e-15	True	7.44917075876133e-14	1.3932080628544855e-15	True	1.815167986886806e-15	7.168397758490984e-17	True	2.570515608691925e-14	5.149130972808704e-16	True	6.678212580021503e-15	1.2952110762091323e-16	True	5.595908130464234e-14	3.9889815190717973e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-10_13-43-53_ANU-2.3m_WiFeS_None.dat	56241.57	0.0	0.0	False	1.0332186838969479e-13	9.760481413561762e-16	True	9.48990722589628e-15	1.0805897411331016e-16	True	3.5607203050149394e-14	5.105486498724943e-16	True	6.168511867025838e-14	8.449014667111191e-16	True	6.929350036973196e-14	1.7343049607267512e-15	True	1.3668713191010709e-14	5.545892308058526e-16	True	3.211668394654593e-14	6.1830583062519085e-16	True	1.004163841727443e-13	1.6879549555379596e-15	True	7.609957525859322e-14	1.4713631672153058e-15	True	2.117552843822713e-15	6.603373394682876e-17	True	2.5624588309408504e-14	4.602972733420155e-16	True	6.844152846091959e-15	1.0730732787275221e-16	True	5.967797363641495e-14	4.2913060082439394e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-11_00-00-00_Lijiang-2.4m_YFOSC_None.dat	56242.0	0.0	0.0	False	1.0376408702589519e-13	8.809311355173504e-16	True	9.449316452324363e-15	8.592424095969405e-17	True	3.6074736368693345e-14	5.100118788873628e-16	True	6.236355347731768e-14	8.03017318673946e-16	True	6.990346063321419e-14	1.6891370243143537e-15	True	1.3629839453447284e-14	5.446585887871991e-16	True	3.3121953561843565e-14	7.906919902178657e-16	True	1.016320768140713e-13	1.7132174117050224e-15	True	7.572910691562272e-14	1.4915550068455005e-15	True	2.1882754949102937e-15	6.511729934900111e-17	True	2.531198819789977e-14	4.893516093561452e-16	True	6.824924041450781e-15	1.0680420399640245e-16	True	6.036052665755738e-14	4.520293063274288e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-12_17-46-33_ANU-2.3m_WiFeS_None.dat	56243.74	0.0	0.0	False	1.0342391518132706e-13	1.2877700668877035e-15	True	9.429074567663345e-15	8.495223460905172e-17	True	3.763454242528851e-14	3.571779853601554e-16	True	6.478060030001174e-14	6.758028211507014e-16	True	7.163657870952062e-14	1.4324772389468114e-15	True	1.3385957569329901e-14	4.411384674133053e-16	True	3.8034849506393444e-14	1.2266331263304366e-15	True	1.0412856672158341e-13	1.706985378120041e-15	True	7.134931648746779e-14	1.4421199188076532e-15	True	2.406306777113585e-15	6.694422380216248e-17	True	2.308464673016446e-14	5.306253844879588e-16	True	6.603231458040415e-15	1.1440231353441499e-16	True	6.191769364561063e-14	4.67133605176762e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-13_05-45-43_LCO-duPont_WFCCD_None.dat	56244.24	0.0	0.0	False	1.0275808020978732e-13	1.3485275470198376e-15	True	9.384035829268e-15	7.594371343992886e-17	True	3.7882061844455246e-14	2.818819532455846e-16	True	6.531720169766959e-14	5.976279634902004e-16	True	7.190705217220096e-14	1.3324126518259586e-15	True	1.32858081167704e-14	3.8498756376820096e-16	True	3.9336974957336794e-14	1.2024253372506035e-15	True	1.0416778848368298e-13	1.662194743318278e-15	True	6.949432488660987e-14	1.3806441415946385e-15	True	2.446773777685599e-15	6.85482105546342e-17	True	2.2225447308107502e-14	5.359092151279276e-16	True	6.5065297112927384e-15	1.166859407933983e-16	True	6.20449641829305e-14	4.960412633904517e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-17_10-55-40_ANU-2.3m_WiFeS_None.dat	56248.46	0.0	0.0	False	9.150755250558947e-14	1.2156007064893784e-15	True	8.332196372880789e-15	6.840968793007408e-17	True	3.4250691383896434e-14	3.01426493164387e-16	True	6.387307591145146e-14	8.559357972141437e-16	True	6.922165185127851e-14	1.2215989125609888e-15	True	1.1514074254597396e-14	3.405607792607454e-16	True	3.8433635108655425e-14	1.2932364783626605e-15	True	9.342046417395057e-14	1.065595329116315e-15	True	5.423356708494714e-14	6.297679716758347e-16	True	2.440694685830529e-15	5.423371719001042e-17	True	1.5767154932810056e-14	3.6304555897276373e-16	True	5.392292334026388e-15	1.0811504584568678e-16	True	5.9390919720882e-14	4.870357758724477e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-18_10-01-03_ANU-2.3m_WiFeS_None.dat	56249.42	0.0	0.0	False	8.802712994332684e-14	1.1949513478097243e-15	True	8.0316102141953e-15	7.34632310964377e-17	True	3.3158117642934416e-14	4.286612658533406e-16	True	6.233370064846154e-14	8.551383671261599e-16	True	6.737516429485518e-14	1.3001630724813415e-15	True	1.0874958132500576e-14	3.4192135504021366e-16	True	3.615046886398425e-14	1.3598487378827327e-15	True	8.883944735117202e-14	9.887858311691268e-16	True	5.123142279775857e-14	6.680913021683786e-16	True	2.3740048621309218e-15	4.758356759229877e-17	True	1.5383586052165047e-14	3.6209297521243574e-16	True	5.1749651570997385e-15	9.596555791967837e-17	True	5.826824992617851e-14	5.462946485888534e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-20_03-48-15_LCO-duPont_WFCCD_None.dat	56251.16	0.0	0.0	False	8.061572294379118e-14	6.652641621597097e-16	True	7.28955248988766e-15	9.415980760233623e-17	True	3.084558712008245e-14	5.160113637029265e-16	True	5.830271129402321e-14	8.224796995177414e-16	True	6.207533427231572e-14	1.2730469023781914e-15	True	9.644726336797829e-15	1.989753723191339e-16	True	3.142828937861361e-14	1.1360419227280761e-15	True	7.969523538202068e-14	9.602701998985135e-16	True	4.484728264414034e-14	9.802126843043784e-16	True	2.1974122510772467e-15	4.261525749904036e-17	True	1.3940398721456379e-14	3.6036083880001526e-16	True	4.6614391495826536e-15	8.712076115877096e-17	True	5.577652743372859e-14	5.985886113657861e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-23_06-06-15_ESO-NTT_EFOSC2-NTT_None.dat	56254.25	0.0	0.0	False	6.481554992706879e-14	4.762351560346386e-16	True	6.0326114066839425e-15	4.9263058696768013e-17	True	2.5761483482773698e-14	3.558250742661057e-16	True	4.921245552966909e-14	3.5724039589261045e-16	True	5.023937410514216e-14	8.933237779495314e-16	True	7.974363594439056e-15	2.4834560211611956e-16	True	2.5271600073435495e-14	4.213596062503736e-16	True	6.31508833200036e-14	1.2878934281066343e-15	True	3.2658676855172466e-14	1.175938840262739e-15	True	1.7317470867065634e-15	4.455406629047898e-17	True	1.0188878263750144e-14	3.464284382393208e-16	True	3.630898897760928e-15	9.769108353888278e-17	True	4.861925791280868e-14	7.141876089006074e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-28_00-00-00_Lijiang-2.4m_YFOSC_None.dat	56259.0	0.0	0.0	False	4.336867290430832e-14	3.6204952806643075e-16	True	4.8815873545168055e-15	4.003762449213679e-17	True	1.9528969856050078e-14	1.5294752644768507e-16	True	3.7132005135867464e-14	5.065928891285521e-16	True	3.8259474557251766e-14	7.897223533983581e-16	True	6.0881117996810145e-15	3.1970306355635993e-16	True	2.053875140559541e-14	8.174498294094783e-16	True	4.3398530254652854e-14	9.117591584040279e-16	True	2.0277326959816456e-14	5.56950691861439e-16	True	1.070172529000513e-15	4.275567492408094e-17	True	5.692839831551462e-15	3.8183050051870286e-16	True	2.169540519852518e-15	8.421353798431595e-17	True	3.799810043639569e-14	5.296060993852645e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-11-29_10-04-40_ANU-2.3m_WiFeS_None.dat	56260.42	0.0	0.0	False	3.768646335504034e-14	5.601647565223388e-16	True	4.8112327478420175e-15	8.267699408648747e-17	True	1.8617636474266565e-14	3.4304016203357807e-16	True	3.449415179192485e-14	5.329342510675382e-16	True	3.5075760414406374e-14	7.907047176975042e-16	True	5.8929425766465525e-15	4.301704126730671e-16	True	1.918285749644519e-14	8.769993918245984e-16	True	3.893878338930158e-14	6.414391629835901e-16	True	1.697243882738815e-14	3.253136417637571e-16	True	9.141444011497355e-16	3.71644497027557e-17	True	5.002803387649393e-15	3.0034488432435195e-16	True	1.8517661907781904e-15	7.054863399270827e-17	True	3.5528882521850624e-14	5.014236253174176e-16	True
/home/ofekb/DropboxWIS/PyCoCo_templates/Inputs/Spectroscopy/2_spec_smoothed/SN2012fr/SN2012fr_2012-12-04_00-00-00_Lijiang-2.4m_YFOSC_None.dat	56265.0	0.0	0.0	False	2.5356071845041066e-14	7.290691949785118e-16	True	5.439218501060572e-15	9.021501676962715e-17	True	1.7980056762326277e-14	2.833314552590592e-16	True	2.957852572856889e-14	3.531645712816487e-16	True	2.8718844127921895e-14	6.520921666086351e-16	True	6.398312961178874e-15	3.0477708041946937e-16	True	1.841916401814905e-14	6.362784455516595e-16	True	2.666341434156205e-14	6.658744597843976e-16	True	1.1504857359162376e-14	7.013953905258155e-16	True	6.397935478522475e-16	3.265335373314325e-17	True	2.9978813113350413e-15	2.610679924970905e-16	True	1.2667834445805236e-15	7.071997488022497e-17	True	2.9872042643941573e-14	5.645619238132635e-16	True
